enable_recrudescence,age_based_probability_of_seeking_treatment,factor_effect_age_mature_immunity,beta,immune_effect_on_progression_to_clinical,max_clinical_probability,midpoint,mean_pfpr,mean_eir,mean_population,total_clinical_episodes,avg_clinical_episodes_per_1000,total_treatments,avg_treatments_per_1000,mean_immunity_all,mean_immunity_under5,mean_immunity_2to10
False,0.9,2.0,0.2,5,0.95,0.2,14.334041752634265,11.30086132892481,58511.5,51411,878.6477871871341,28526,487.52809276808836,0.3284472034572157,0.029836046488853685,0.11649101710679603
False,0.9,2.0,0.2,5,0.99,0.02,15.489115470507004,12.435464488662523,60742.25,20982,345.4267828406093,13046,214.77637064810736,0.3611491935901539,0.033814200766840795,0.17564448418702291
False,0.9,2.0,0.2,5,0.99,0.2,14.086470352847206,10.855067893842547,58198.916666666664,52202,896.9582767147728,28809,495.0092140890366,0.32259045513689905,0.030436444430431878,0.1135794680589366
False,0.9,2.0,0.2,5,0.99,0.1,14.118363201389712,11.413426091843542,59147.25,36487,616.8841323983786,21710,367.050031911881,0.3403844947493946,0.03034014639846983,0.13578721263757698
False,0.9,2.0,0.2,5,0.99,0.05,14.398892930924985,11.269343221619058,59493.833333333336,26846,451.2400444864033,16465,276.7513719909346,0.3479802525776279,0.030113945513989795,0.15554479263244939
False,0.9,2.0,0.2,10,0.9,0.02,15.970972326739597,12.385279112712794,60663.5,19967,329.14355419651025,12485,205.80744599306007,0.36374055230612096,0.03489848781747135,0.17920550430289306
False,0.9,2.0,0.2,10,0.9,0.2,14.256784716633872,11.047072740924682,58590.833333333336,46435,792.5301170547156,25928,442.52656132216356,0.3287588512165353,0.03036185537780305,0.12058330612331192
False,0.9,2.0,0.2,10,0.9,0.1,14.222809439255109,10.905801132134954,59211.916666666664,31502,532.0212851298232,18785,317.25032827006953,0.3391730706861305,0.029552179453607625,0.1385290254178482
False,0.9,2.0,0.2,10,0.9,0.05,14.794686392801749,11.514202104398136,59915.083333333336,24721,412.60061114271446,15286,255.12774329224274,0.35243336898026145,0.031505387783217494,0.16123332229005988
False,0.9,2.0,0.2,10,0.95,0.1,14.102223264723653,11.076782885549022,59052.25,33321,564.2630043732457,19832,335.83817720747305,0.34081171536826593,0.030611103349223266,0.13786001187705732
False,0.9,2.0,0.2,10,0.95,0.2,14.420323472136483,10.89950292546918,58577.416666666664,51036,871.2572678037185,28820,491.9984806431375,0.32671614608527355,0.03037559642923679,0.11478385629507414
False,0.9,2.0,0.2,10,0.95,0.05,14.648035720835708,11.367928168539267,59808.333333333336,25857,432.33105754493516,15918,266.15020203427616,0.34877902315898873,0.03140010491841327,0.15428515699810919
False,0.9,2.0,0.2,10,0.95,0.02,15.619450993755793,12.45894313507502,60264.333333333336,20117,333.81270292544514,12579,208.7304265098759,0.3615000704673457,0.034215654360379925,0.17721900481785716
False,0.9,2.0,0.2,10,0.99,0.1,14.221622397629067,11.030921875651218,59369.166666666664,36632,617.0206195696419,21755,366.4360007298963,0.33821807547746435,0.029629983270741626,0.13252082258161663
False,0.9,2.0,0.2,10,0.99,0.2,14.135129699846715,11.22611488383852,58352.25,51961,890.471232900188,29008,497.11879147762085,0.3265009561592057,0.0299079820239751,0.1128115132468962
False,0.9,2.0,0.2,10,0.99,0.05,14.536208064666738,11.246961523785266,59711.0,27632,462.76230510291236,16962,284.0682621292559,0.3466650305702225,0.030049837921347442,0.15238505166955174
False,0.9,2.0,0.2,10,0.99,0.02,15.50119569391959,12.093003913285857,60316.666666666664,21084,349.5551257253385,13178,218.48024316109425,0.3605444792086685,0.034412638004906716,0.1735780943040581
False,0.9,2.0,0.2,15,0.9,0.05,14.949564437747624,11.732810994254086,60008.916666666664,25531,425.4534395582879,15903,265.010616477829,0.3528672025201871,0.03139297147110696,0.16165271751547683
False,0.9,2.0,0.2,15,0.9,0.2,14.421582386389025,11.179894717715866,58619.0,46882,799.774817038844,26301,448.67705010320884,0.33038434803361794,0.031014855227097238,0.12165947750539052
False,0.9,2.0,0.2,15,0.9,0.1,14.530487290801345,11.427336212389562,59516.0,33153,557.0434841051147,20006,336.1449022111701,0.34375743712647805,0.03083857993630801,0.14034823950576372
False,0.9,2.0,0.2,15,0.9,0.02,15.64743285281187,12.46173067384616,60316.583333333336,18965,314.424308406063,11918,197.5907676026079,0.362859385262764,0.03558112846585725,0.18062896448318733
False,0.9,2.0,0.2,15,0.95,0.2,14.095701193314673,10.913534706434787,58732.666666666664,49700,846.2071079126891,28077,478.0474239208164,0.32465769621472723,0.03083082023447442,0.1130047742871677
False,0.9,2.0,0.2,15,0.95,0.05,14.716623587464277,11.419643344838917,59867.666666666664,27355,456.9244389013546,16842,281.3204679209145,0.34859577570218603,0.03055333475874651,0.15507947344987985
False,0.9,2.0,0.2,15,0.95,0.02,15.193086305322941,12.0067298198273,60044.083333333336,19206,319.86498808514295,11967,199.30356724018048,0.36000593555426835,0.0343768876150764,0.17653031774175967
False,0.9,2.0,0.2,15,0.95,0.1,14.268297064186209,11.127132057238308,59334.833333333336,34103,574.7551325949624,20503,345.5474440252915,0.3404635915383764,0.029995048189971646,0.13702006658465984
False,0.9,2.0,0.2,15,0.99,0.1,14.163954257710252,10.816106202918776,59244.5,35646,601.6761049548903,21217,358.12607077450224,0.33656230461167375,0.030273050491788644,0.13232412324622092
False,0.9,2.0,0.2,15,0.99,0.2,13.916792764325484,11.01376582522468,58770.833333333336,51751,880.5558312655086,29319,498.86990428925907,0.32326934732362017,0.029444495966342587,0.11173581912512652
False,0.9,2.0,0.2,15,0.99,0.02,15.329669862686202,12.169933443430994,60154.5,20702,344.14715441072576,13069,217.25722930121606,0.35963250716353184,0.0335700125968897,0.17668485033487935
False,0.9,2.0,0.2,15,0.99,0.05,14.527848229167168,11.259264976820441,59843.583333333336,27244,455.2534872159783,16763,280.11357385851727,0.3469997540859302,0.029721432413857062,0.15253129304091417
False,0.8,0.5,0.1,5,0.9,0.02,8.485762698981265,3.8759271188078244,62042.5,5637,90.85707378007011,2335,37.635491799975824,0.2349010919337194,0.11084273362384585,0.18825607051831247
False,0.8,0.5,0.1,5,0.9,0.05,8.269402681762491,3.7301935700875646,61505.833333333336,9532,154.97717018710964,3850,62.595688755809064,0.22687761844867013,0.09983613185932512,0.1779129320508206
False,0.8,0.5,0.1,5,0.9,0.1,8.117844800373591,3.8398518447138787,61366.916666666664,14655,238.8094562352408,5749,93.6823994470419,0.2232608373499908,0.09300126302156919,0.16876108842003523
False,0.8,0.5,0.1,5,0.9,0.2,8.822342346013219,3.904426505058859,60653.833333333336,27369,451.23281573299846,10559,174.08627649255473,0.2228366563622478,0.080796997778974,0.15119608046019054
False,0.8,0.5,0.1,5,0.95,0.1,8.213271742502046,3.6493823228176496,61283.166666666664,16026,261.50737423816764,6301,102.81779390207751,0.22133865450701604,0.08711187793885349,0.16576672956469238
False,0.8,0.5,0.1,5,0.95,0.2,8.614140477502632,3.999990340426164,60597.75,28318,467.3110800318494,10919,180.18820830806425,0.22225740226656618,0.07766402197700044,0.1494151873420973
False,0.8,0.5,0.1,5,0.95,0.02,8.612561906686901,3.8983673726102324,61886.083333333336,5976,96.5645211026173,2532,40.91388343906075,0.23722137090373738,0.11071661901085289,0.19240770815174982
False,0.8,0.5,0.1,5,0.95,0.05,8.1230776058177,3.752139996549532,61522.833333333336,10080,163.84160894193752,4141,67.30834351473843,0.2267173105594713,0.09907800354582817,0.17684600247883894
False,0.8,0.5,0.1,5,0.99,0.02,8.507235602662382,3.8848025491416025,62019.333333333336,6629,106.88602478796933,2762,44.534499994625335,0.2336796306248429,0.1102722174747638,0.18829843863366544
False,0.8,0.5,0.1,5,0.99,0.1,8.161766540690543,3.8599108244568554,61353.833333333336,16760,273.1695656071476,6797,110.78362395177699,0.22370174826666356,0.089635674137367,0.16592963615345474
False,0.8,0.5,0.1,5,0.99,0.05,8.352316570673574,3.766145548644061,61362.25,10906,177.7314228210341,4504,73.40017681880961,0.22877246301613044,0.09813124956599358,0.17877728733355716
False,0.8,0.5,0.1,5,0.99,0.2,8.697913923420488,3.9177584855990015,60343.833333333336,29917,495.77559706459925,11322,187.62480562774985,0.2202798370844985,0.07720007703054795,0.14873643592627045
False,0.8,0.5,0.1,10,0.9,0.1,8.233993851439712,3.725704372641204,61363.666666666664,14773,240.74506629873272,6015,98.02217381621047,0.22405130326091718,0.0912368425263229,0.16717755132466924
False,0.8,0.5,0.1,10,0.9,0.2,8.394895973177983,3.9379518264286517,60892.416666666664,24783,406.996492447746,9563,157.0474703336075,0.2214409222637257,0.0816569981279021,0.15391008642028495
False,0.8,0.5,0.1,10,0.9,0.02,8.518760111298722,3.8425219263332457,61871.833333333336,5714,92.35220119009458,2365,38.22417847647422,0.23436428540371035,0.10886981904814445,0.18862956523781393
False,0.8,0.5,0.1,10,0.9,0.05,8.241983885612148,3.840189994993587,61844.666666666664,9500,153.61065896277773,3940,63.707999611930966,0.22925930306906164,0.10131109086935507,0.17930864641670854
False,0.8,0.5,0.1,10,0.95,0.1,8.129072959288926,3.773199214326701,61484.083333333336,15652,254.56994967532248,6442,104.77508406647249,0.22242362260153734,0.0886746551724864,0.1614377949575824
False,0.8,0.5,0.1,10,0.95,0.2,8.476028792998159,3.7896307749152363,60596.25,26691,440.47280153474844,10268,169.4494296264208,0.21981601887867744,0.07768423518323046,0.1496972108537241
False,0.8,0.5,0.1,10,0.95,0.02,8.414747351826298,3.8879223720290024,62171.0,6009,96.65278023515788,2598,41.787971883997365,0.2351583403070577,0.11081127078963603,0.18913136503462044
False,0.8,0.5,0.1,10,0.95,0.05,8.567939009762332,3.760518441210769,61928.333333333336,10597,171.11715154614205,4384,70.79150631105847,0.22914766561076907,0.10129392879322201,0.18044612658165285
False,0.8,0.5,0.1,10,0.99,0.05,7.990705354775582,3.7524418355171973,61630.833333333336,10361,168.11390402531202,4173,67.70961504658112,0.22540182408532825,0.09657500576169546,0.17455374965649453
False,0.8,0.5,0.1,10,0.99,0.02,8.543792632569616,3.846868539622514,61756.666666666664,6488,105.05748367247801,2754,44.59437577589464,0.2335723061074573,0.10770197783479075,0.18641369952975437
False,0.8,0.5,0.1,10,0.99,0.2,8.677227791069436,3.8515811491163583,60452.5,29268,484.14871179851946,11329,187.40333319548404,0.21897083341098234,0.07582960989127675,0.1446922466642002
False,0.8,0.5,0.1,10,0.99,0.1,8.156861078169392,3.783038083853284,60900.75,16122,264.72580386941047,6548,107.51920132346481,0.22516278022864514,0.08841306082277,0.16402085029532973
False,0.8,0.5,0.1,15,0.9,0.02,8.502194728717503,3.89296841039225,62042.583333333336,5573,89.82540217673076,2343,37.76438494528624,0.23558381267676845,0.10886706588179769,0.1894426131336312
False,0.8,0.5,0.1,15,0.9,0.05,8.434444669550265,3.7960420744062584,61727.75,9711,157.31984399236973,4062,65.80508766316608,0.23062494406337794,0.10340150041636449,0.18221823500883735
False,0.8,0.5,0.1,15,0.9,0.1,8.30069177984875,3.637220748584832,61483.666666666664,15092,245.46356484920116,6063,98.61155537242954,0.22123250059112518,0.09093128729994931,0.1654632693359389
False,0.8,0.5,0.1,15,0.9,0.2,8.623906497210719,3.8801466123601944,60672.5,25537,420.89908937327453,9925,163.58317194775228,0.22074540384582644,0.08045789774499167,0.15424230694551658
False,0.8,0.5,0.1,15,0.95,0.02,8.309553577217734,3.890706045104927,62225.5,5910,94.97713959711052,2566,41.23711340206186,0.23425405407691857,0.10957273078346806,0.19004514960265095
False,0.8,0.5,0.1,15,0.95,0.1,8.28034872927341,3.652908342424263,61290.666666666664,15671,255.68330142707973,6343,103.49047163243996,0.22229814741854817,0.08973624833796508,0.16533615007891847
False,0.8,0.5,0.1,15,0.95,0.05,8.172735431313258,3.8018080258834615,61593.166666666664,9669,156.9816998097733,3839,62.328342700353666,0.22817877274402731,0.09819346299010351,0.17721118191978236
False,0.8,0.5,0.1,15,0.95,0.2,8.48463281671198,3.872126322439291,60535.083333333336,26920,444.70080022466306,10416,172.06551022065716,0.22013622761328344,0.07722418433987303,0.14747763594197694
False,0.8,0.5,0.1,15,0.99,0.02,8.658604785429995,3.8371208476581553,61786.666666666664,6472,104.7475183426845,2681,43.39123867069487,0.23512848987218174,0.10957202726915544,0.18984630426667282
False,0.8,0.5,0.1,15,0.99,0.1,8.06824298058842,3.806181238419738,61163.666666666664,16032,262.11639807946983,6498,106.23954308385699,0.2215275416996776,0.08663792221166734,0.16273946075211077
False,0.8,0.5,0.1,15,0.99,0.05,8.095753463179568,3.820844144790056,61855.333333333336,10430,168.6192513714797,4339,70.14754858109782,0.22764554446175714,0.09849880130411008,0.17612393096471715
False,0.8,0.5,0.1,15,0.99,0.2,8.486208849954716,3.7864898346769507,60719.416666666664,28315,466.3252968229548,10994,181.06234551550642,0.21702067286054702,0.07571167042612484,0.14459554301457514
False,0.8,0.5,0.15,5,0.9,0.02,11.346041277140854,6.954499611349139,62094.75,4784,77.04355038066825,2355,37.92591161088498,0.31123097259562454,0.14411441890739463,0.2589518529021133
False,0.8,0.5,0.15,5,0.9,0.1,11.401164021665387,6.82077440841394,60964.333333333336,16491,270.50242491511426,7386,121.15280519210685,0.3021261874919556,0.12144578375163533,0.23687976297631994
False,0.8,0.5,0.15,5,0.9,0.05,11.288970847950146,6.97161916080362,61580.666666666664,9439,153.27862640872135,4488,72.88001645538101,0.30871745310719906,0.13542744214050448,0.24909041969798065
False,0.8,0.5,0.15,5,0.9,0.2,11.235541238160264,7.012884142267924,59859.416666666664,30061,502.1933335467965,12235,204.3955768585561,0.29663065332045335,0.10200922659239725,0.20896502792072502
False,0.8,0.5,0.15,5,0.95,0.02,11.59687428433993,7.113849973162463,62040.25,5103,82.25305346126103,2422,39.03917215033788,0.3125374657886802,0.14287691801560412,0.25879182197177286
False,0.8,0.5,0.15,5,0.95,0.05,11.237717203732855,6.749585688990774,61569.25,9788,158.9754625888735,4567,74.17663850055018,0.3042156677410137,0.1322000532925417,0.24730304006350198
False,0.8,0.5,0.15,5,0.95,0.1,11.1033122199201,6.67853828790195,60816.75,17345,285.20103425454334,7576,124.57094468218048,0.29768292881735525,0.11512574917034492,0.22855472813066421
False,0.8,0.5,0.15,5,0.95,0.2,11.258220028169632,6.688652541262694,59706.333333333336,32254,540.2106979159106,13037,218.35204528832784,0.29131786943773536,0.09789199543965521,0.20574717052716496
False,0.8,0.5,0.15,5,0.99,0.02,11.22986663454819,7.02977382585867,61551.333333333336,5303,86.1557290933313,2607,42.35489076868088,0.3114426567088753,0.1406675960666964,0.25828615502196234
False,0.8,0.5,0.15,5,0.99,0.05,11.211069305987179,6.77012105081906,61196.5,10463,170.9738302027077,4875,79.66141854517824,0.30422898079184213,0.1260456954828749,0.2447145031047487
False,0.8,0.5,0.15,5,0.99,0.1,11.004965095839113,6.6187708080138306,60412.666666666664,18209,301.4103002681557,8013,132.6377470508392,0.2977063188468853,0.11381203281647594,0.22739404657603202
False,0.8,0.5,0.15,5,0.99,0.2,11.33936620749835,6.776054452646989,59611.833333333336,33657,564.6026655781429,13564,227.5387157471531,0.2917533319792644,0.09711475077062708,0.20213108277570777
False,0.8,0.5,0.15,10,0.9,0.02,11.515914596313577,7.012555271604995,61993.166666666664,4679,75.47606053355344,2295,37.020209216607206,0.3123324048431282,0.14412202191267098,0.25979812283524706
False,0.8,0.5,0.15,10,0.9,0.05,11.162742062798486,6.885137406991064,61480.333333333336,8722,141.8665047359318,4054,65.9397856225026,0.3058612894091363,0.13238047452035628,0.24999286545616836
False,0.8,0.5,0.15,10,0.9,0.1,11.089114749855083,6.765824389247484,61084.5,15591,255.23659848243008,6851,112.15611161587637,0.30018845101904695,0.11947707468022863,0.23374027702994893
False,0.8,0.5,0.15,10,0.9,0.2,11.312649181079308,6.723087444455561,59942.25,29474,491.70660093673496,11983,199.90907915535368,0.2922496705139473,0.10040910921467312,0.20855919237183787
False,0.8,0.5,0.15,10,0.95,0.02,11.376047161385287,7.084589901943684,61617.083333333336,5012,81.34107829944347,2494,40.47578796464725,0.3118546065886102,0.1437057038908176,0.26009416678183966
False,0.8,0.5,0.15,10,0.95,0.1,11.040870194814156,6.781934785088766,60987.583333333336,16697,273.7770393153798,7441,122.00844160901605,0.29967092389390526,0.11656566758430166,0.23183540803318714
False,0.8,0.5,0.15,10,0.95,0.2,11.136846902061542,6.608429112029381,59790.833333333336,31326,523.9264658740889,13004,217.49153298303807,0.28984459703299215,0.0976251629376851,0.20213352939044973
False,0.8,0.5,0.15,10,0.95,0.05,11.35524155225251,6.84110008639481,61221.25,9993,163.2276374624824,4683,76.49304775711047,0.30834848242302876,0.1321159419410297,0.24917090881836879
False,0.8,0.5,0.15,10,0.99,0.05,11.202679382006766,6.890141757789397,61461.333333333336,10312,167.78028462339464,4787,77.88636758070113,0.30589832305330805,0.13080182908456336,0.24716143365392776
False,0.8,0.5,0.15,10,0.99,0.2,11.145530068902767,6.635719778545668,59635.916666666664,32393,543.1793759633107,13234,221.9132485876101,0.2885660661746429,0.0935178604760613,0.19751937583209753
False,0.8,0.5,0.15,10,0.99,0.1,11.07631574787289,6.746096507918952,60913.0,17485,287.0487416479241,7753,127.27989099207065,0.2982749247512779,0.116058350358211,0.22910133519951437
False,0.8,0.5,0.15,10,0.99,0.02,11.39112311266112,7.010662236902049,62067.0,5438,87.61499669711763,2650,42.69579647799958,0.3105516881314725,0.14048628825595866,0.2570808499797248
False,0.8,0.5,0.15,15,0.9,0.02,11.487685286715957,7.013906246378837,62149.083333333336,4483,72.13300276619793,2187,35.18957774920252,0.31284632313697724,0.14592996365473407,0.26144470799950453
False,0.8,0.5,0.15,15,0.9,0.1,10.947671784090092,6.69847084489616,60908.75,15172,249.09393149588524,6692,109.86927165637121,0.3004613618651811,0.11998911407207845,0.23532591235137934
False,0.8,0.5,0.15,15,0.9,0.05,11.214884734344047,6.788873016437905,61395.833333333336,9021,146.9317950458093,4101,66.79606379368849,0.30505207664295625,0.13353903288051716,0.24778572363439863
False,0.8,0.5,0.15,15,0.9,0.2,11.269573361307273,6.7281741911032995,59908.916666666664,29145,486.48851659533153,12030,200.80483289215434,0.2913260116211349,0.10082474669015562,0.2052939578507961
False,0.8,0.5,0.15,15,0.95,0.02,11.359986616156009,7.117647625754576,61897.083333333336,4938,79.7775877969479,2460,39.743391247568205,0.31169405497061126,0.14317128573715193,0.2602602334471216
False,0.8,0.5,0.15,15,0.95,0.05,11.11877086278359,6.6372541070902225,61245.666666666664,9721,158.72143335310798,4475,73.06639381289561,0.3040744663101845,0.13049426974816028,0.2444334133574829
False,0.8,0.5,0.15,15,0.95,0.1,10.972701872172957,6.712153571085082,60757.333333333336,16667,274.3207952949438,7446,122.55310744382022,0.2983565614533603,0.11669254906724859,0.22964722862919507
False,0.8,0.5,0.15,15,0.95,0.2,10.926832521802359,6.730216907397765,59871.166666666664,30217,504.7003705178064,12510,208.94865920434714,0.28890416523956636,0.09749397051773633,0.20177315191095735
False,0.8,0.5,0.15,15,0.99,0.02,11.457949159032955,7.080746142751284,61876.083333333336,5332,86.17222863438082,2632,42.53662898831401,0.3114370123875432,0.14353269295277343,0.259708245459298
False,0.8,0.5,0.15,15,0.99,0.05,10.973327157557028,6.902652341153707,61309.083333333336,9622,156.94248677126419,4533,73.93684187633968,0.3060333173663661,0.13056589264915935,0.2475284357305729
False,0.8,0.5,0.15,15,0.99,0.1,10.840429540829136,6.757202894891787,60939.916666666664,17661,289.81004514009015,7849,128.79899463816136,0.29706899150154553,0.11343181230438393,0.22737903761998943
False,0.8,0.5,0.15,15,0.99,0.2,11.18677149965199,6.570046008867486,59625.0,32482,544.7714884696016,13506,226.51572327044025,0.28886346007535746,0.09328446794844121,0.1989061882708354
False,0.8,0.5,0.2,5,0.9,0.02,14.065285315327387,10.858221424604196,61682.25,4447,72.0952948376559,2432,39.42787430743853,0.37234314593346723,0.17093134861074463,0.31644835885322803
False,0.8,0.5,0.2,5,0.9,0.1,13.293804215636735,10.052932326975796,60427.5,15673,259.3686649290472,7367,121.9146911588267,0.3569805674987869,0.1403094422734756,0.28322640284984774
False,0.8,0.5,0.2,5,0.9,0.05,13.473412917914269,10.159301406616219,61035.416666666664,8640,141.55715602280097,4390,71.9254531180667,0.3629022286051551,0.15776953486247894,0.2995731989447041
False,0.8,0.5,0.2,5,0.9,0.2,13.587788975886845,10.204424757548994,59388.916666666664,32930,554.4805638538055,14200,239.10185261840383,0.3501245692982527,0.11827338287437683,0.2556765494898976
False,0.8,0.5,0.2,5,0.95,0.02,13.999369897436992,10.723429950770354,61602.916666666664,4689,76.1165258679581,2522,40.93962001258057,0.37245072368314003,0.17120905827846591,0.31741295538122594
False,0.8,0.5,0.2,5,0.95,0.05,13.220454839974897,10.232989292244815,61252.083333333336,9019,147.24397129349342,4678,76.37291248596986,0.36147308022575864,0.153914195001306,0.2966681047496914
False,0.8,0.5,0.2,5,0.95,0.1,13.041225252821798,10.039051143972646,60418.166666666664,16491,272.9477061259169,7733,127.99130504346098,0.3553842814034551,0.13973513197292628,0.28179044045894475
False,0.8,0.5,0.2,5,0.95,0.2,13.383108840490712,10.267909425613153,59134.083333333336,34457,582.6927223301847,14783,249.99119233267896,0.34764292355355747,0.11685179920908079,0.2469327828825306
False,0.8,0.5,0.2,5,0.99,0.02,13.971564610724357,10.787932436813351,61884.583333333336,5116,82.67002417134046,2747,44.38908451889606,0.3711685179092199,0.16905083729745415,0.3153668307111506
False,0.8,0.5,0.2,5,0.99,0.2,13.27244616487098,9.825832141464959,59078.083333333336,36329,614.9319333029591,15351,259.84255300541514,0.34426781519812205,0.11029238373655764,0.24133085701746412
False,0.8,0.5,0.2,5,0.99,0.05,13.388331583058166,10.051244387335828,61216.916666666664,9760,159.4330543164131,4954,80.92534334872033,0.36089788035441633,0.15354917066429016,0.29922172137452635
False,0.8,0.5,0.2,5,0.99,0.1,13.186883898216422,9.988268755786242,60301.75,17635,292.4459074570804,8432,139.83010443312176,0.3557850064860458,0.13572729982710283,0.2792311522521305
False,0.8,0.5,0.2,10,0.9,0.05,13.359477665865493,9.965506535575217,61064.833333333336,8664,141.88198881516638,4507,73.80680096836969,0.359396248821286,0.15527325928627198,0.2973026287324089
False,0.8,0.5,0.2,10,0.9,0.02,13.789421190102383,10.648730103737753,61738.666666666664,4321,69.98855390463027,2323,37.626338977194195,0.3695218502395807,0.16749028298581745,0.31357382629145963
False,0.8,0.5,0.2,10,0.9,0.1,12.954182042938633,10.146212954871073,60449.833333333336,14458,239.17352956583832,6886,113.91263830338654,0.35633885443550883,0.13928235069977238,0.2838378941749699
False,0.8,0.5,0.2,10,0.9,0.2,13.276870895397082,10.056671746947902,59358.083333333336,30614,515.7511543639803,13478,227.06258765655338,0.34885229153430714,0.11946525166373918,0.2549986300139088
False,0.8,0.5,0.2,10,0.95,0.05,13.225736817975816,9.782664735154102,60975.916666666664,8839,144.95887037368578,4499,73.78322862441593,0.35905417868939943,0.15263687099672665,0.2966236882818098
False,0.8,0.5,0.2,10,0.95,0.02,13.980154543960358,10.781136438585632,61997.0,4802,77.45536074326178,2489,40.147103892123816,0.3707696906096544,0.16985982955840292,0.31554876821667693
False,0.8,0.5,0.2,10,0.95,0.1,13.28560004654617,10.123793943171064,60270.166666666664,16300,270.4488953904779,7896,131.01009067504376,0.3579300757526889,0.13883565568290193,0.28616107873244306
False,0.8,0.5,0.2,10,0.95,0.2,13.150959686140395,9.742050033859043,59484.0,32484,546.0964292919103,14087,236.81998520610583,0.34368483961357216,0.11325944847472065,0.246986663197618
False,0.8,0.5,0.2,10,0.99,0.02,13.539568985123779,10.629571888799601,61556.583333333336,4766,77.42470003885315,2567,41.70146978592866,0.3683870913656968,0.16862040848566673,0.3146022651093977
False,0.8,0.5,0.2,10,0.99,0.2,13.049271908363542,9.619735158761415,59012.0,33466,567.1049955941164,14383,243.73008879549923,0.3413901565293196,0.11171676139573956,0.241049697148944
False,0.8,0.5,0.2,10,0.99,0.1,13.072287763490294,9.658788096404276,60407.5,17034,281.9848528742292,8046,133.19538136820756,0.35316818034362835,0.13387366395595546,0.276296205855224
False,0.8,0.5,0.2,10,0.99,0.05,13.553195138594418,10.09767731231854,61078.25,9718,159.10737455640918,4912,80.42142661258305,0.36228538791255244,0.15289520042319635,0.2998573764883847
False,0.8,0.5,0.2,15,0.9,0.1,13.408202090257822,10.069484544318106,60550.833333333336,15330,253.17570636242277,7450,123.03711757338874,0.3588842573208873,0.14158875082990244,0.28635276440954777
False,0.8,0.5,0.2,15,0.9,0.05,13.533444497980648,10.389439381411348,61023.0,8223,134.75247038002064,4186,68.59708634449306,0.36456455694890594,0.15788654103185137,0.30326828658642757
False,0.8,0.5,0.2,15,0.9,0.02,13.83488648785175,10.651260578389994,61792.833333333336,4350,70.3965130799958,2354,38.09503259547358,0.36959749201517456,0.17018392054129208,0.3148739809764269
False,0.8,0.5,0.2,15,0.9,0.2,13.27606021972855,9.779839691960374,59457.5,30794,517.9161586006812,13627,229.18891645292857,0.3454267726124651,0.11454666715909824,0.2506007967863932
False,0.8,0.5,0.2,15,0.95,0.05,13.278386369623233,10.010937259259574,61193.583333333336,9215,150.58768416623204,4663,76.20079992047096,0.3603488837673738,0.1551928098553823,0.2981831673817443
False,0.8,0.5,0.2,15,0.95,0.02,14.086938706628475,10.756667053360315,61512.916666666664,4667,75.87024405443302,2494,40.544330120367675,0.3718081776830478,0.16908128841352077,0.31745082116743434
False,0.8,0.5,0.2,15,0.95,0.1,13.309634186508708,10.056550242089754,60527.333333333336,16774,277.130993160115,8049,132.9812426341818,0.3560098222275276,0.13687786924121353,0.28207496468564425
False,0.8,0.5,0.2,15,0.95,0.2,13.240493816458661,10.01858398151481,59174.916666666664,32054,541.682216141693,14066,237.70206689489777,0.3472047892971572,0.11362541838535982,0.24927693794704317
False,0.8,0.5,0.2,15,0.99,0.2,13.32184889089737,9.856805839203167,59188.666666666664,35060,592.3431287521261,15190,256.63696878907,0.3431995769814829,0.10864981971621923,0.24141827567376592
False,0.8,0.5,0.2,15,0.99,0.05,13.216277460407738,10.087544397614467,61041.75,9605,157.35132102208735,4920,80.60057255894532,0.3619987932611784,0.15527331642509964,0.3013643173040356
False,0.8,0.5,0.2,15,0.99,0.02,13.67038788679289,10.531141557914825,61420.833333333336,4623,75.26762092124008,2479,40.36089817515772,0.36854862422747336,0.166934687752761,0.309505075473194
False,0.8,0.5,0.2,15,0.99,0.1,13.199787284638779,9.777482789133597,60214.0,17180,285.31570731059224,8250,137.0113262696383,0.3543050284086373,0.13438997195077354,0.2753582672243421
False,0.8,1.0,0.1,5,0.9,0.2,9.272207914571387,4.1968451920191825,60160.75,30565,508.0555013027597,12211,202.9728685230819,0.22331810379188363,0.049022090059176994,0.1207684265600521
False,0.8,1.0,0.1,5,0.9,0.1,8.775856767844841,4.087211904958516,60953.75,18392,301.7369727047147,7924,130.00020507351886,0.22440828112944497,0.052021789994750565,0.13595414885061038
False,0.8,1.0,0.1,5,0.9,0.05,8.871022486201106,4.036348629281718,61358.75,12477,203.34508118239046,5629,91.73915700694685,0.22794456478851188,0.057585800790906465,0.14654880326270045
False,0.8,1.0,0.1,5,0.9,0.02,9.320574013910157,4.41990814605635,61622.75,7616,123.59071933660864,3565,57.8520108239246,0.23939882647666222,0.06744713998643477,0.162407243159232
False,0.8,1.0,0.1,5,0.95,0.02,9.0841418308112,4.314368039362796,61366.083333333336,8156,132.90729270919198,3845,62.656760724232846,0.23802114595729995,0.0655142915644255,0.1601837881717386
False,0.8,1.0,0.1,5,0.95,0.05,8.762433581008688,4.025176841709819,61310.916666666664,13159,214.6273570095592,5927,96.67120183871552,0.22950371399038297,0.05808540402074761,0.14561921152
False,0.8,1.0,0.1,5,0.95,0.1,8.723705815647458,4.062061822437819,60905.666666666664,19541,320.84042535724643,8342,136.96590902871657,0.224393202205498,0.05123060175814132,0.133543610922067
